logFC	Pval	Warning	FDR
AMDHD2	0.249305617716266	7.95644151518893e-05	NA	0.0335160906288561
BANK1	-0.486793254044247	5.24249626754347e-06	NA	0.00634987278682612
CEP44	-0.210509220113057	2.064713083616e-06	NA	0.00358467942182816
CNOT8	0.204943190736896	5.31348121035613e-05	NA	0.0258287485849983
CSTF2T	-0.201990543088934	8.36070612741935e-08	NA	0.000329119196705863
CTHRC1	0.220216992324605	5.15473348827733e-06	NA	0.00634987278682612
DEXI	0.280044629622579	4.19710266541529e-10	NA	6.60875785696291e-06
DHRS4	-0.52827586639798	0.000102485523819862	NA	0.0366758422288078
EPB42	-0.469841169826457	2.43745125119155e-05	NA	0.0146970224439958
ERCC5	-0.200572409809332	0.000121144025548414	NA	0.0389292617609251
F8A1	-0.578235338584847	6.73301535036863e-06	NA	0.00683805716471478
FAM115C	0.444173039194489	2.12936141921194e-05	NA	0.0146970224439958
FOXP4	0.3679987675228	1.3044818534258e-06	NA	0.00256754640800533
FSD1L	0.142538145039491	8.17269592663372e-05	NA	0.0335160906288561
FTL	0.438420022704272	0.000147502187209714	NA	0.045439945333346
GALNS	0.262074029684964	2.27656510976004e-06	NA	0.00358467942182816
GBE1	-0.2233675926464	0.00012098241835834	NA	0.0389292617609251
GFPT1	0.195846907380395	0.000150062057496125	NA	0.045439945333346
GRM1	-0.470382449378892	1.93141775592931e-05	NA	0.0144819542785062
GTPBP2	0.226588059660828	9.21685084356305e-05	NA	0.0345530053640068
HIST1H2AH	0.38226787874483	4.89652884683167e-07	NA	0.00110143918888874
KCNH1	-0.363084971814684	2.31666418100129e-05	NA	0.0146970224439958
KIAA1522	0.370216746615592	0.00014309246959443	NA	0.045062680524678
LOXL1	0.526822202715444	2.46538721742073e-05	NA	0.0146970224439958
LOXL2	0.496481679671669	2.89916378592991e-06	NA	0.00415002117938658
LPAR3	-0.591206822277168	6.43205273482828e-05	NA	0.028936886389316
MAD2L2	0.329689785247542	0.000120546846463787	NA	0.0389292617609251
MED25	0.286389002959671	1.11885800624378e-07	NA	0.000352350763326292
METRNL	0.484984731441666	8.30133071589856e-05	NA	0.0335160906288561
MTERFD2	-0.285158834450007	7.98950350322514e-09	NA	6.29013610808915e-05
NPIPB6	0.423840434031974	1.68968057323582e-08	NA	8.86857010205707e-05
NTS	-1.08444322623756	1.44666121579817e-05	NA	0.011389563751979
ONECUT2	-0.527463839622638	8.45232790380734e-06	NA	0.00739390862074169
PFN2	-0.351725433614967	7.82639477581171e-06	NA	0.00724908306705477
PRDM5	-0.277781731880728	4.33417661203084e-05	NA	0.0227486483110125
ROMO1	0.340520297851257	2.48908247937329e-05	NA	0.0146970224439958
RPL22L1	0.320738449038165	3.8455996831388e-07	NA	0.00100921354351173
SDC1	0.243547769822665	6.94836241810215e-06	NA	0.00683805716471478
SLC13A4	1.44120326288865	4.89603827031893e-05	NA	0.0248687156788522
SLC38A10	0.297713807178144	6.18827595135762e-05	NA	0.0286589979794345
TFPI2	0.638754990614762	1.16418965949716e-05	NA	0.00964806862023279
TGFBI	1.25402763897004	6.91498426452775e-06	NA	0.00683805716471478
THAP4	0.172068085673187	7.34488882154771e-05	NA	0.0321257276066917
THBS1	1.34433594745141	2.52012959474079e-05	NA	0.0146970224439958
TMEM150A	0.192584598848916	9.43591534772192e-05	NA	0.0345530053640068
TNFAIP8	0.595436374616362	8.8914343620905e-05	NA	0.0345530053640068
TPP1	0.320628561308064	5.41311255750632e-05	NA	0.0258287485849983
TSPAN9	0.332398302766833	0.000115083655297887	NA	0.0389292617609251
TYRP1	0.44863701540199	9.41666155673815e-05	NA	0.0345530053640068
UGDH	0.229931218477892	2.81890539062246e-05	NA	0.0158523158145505
UPK2	-0.237433112053341	0.000107351880513473	NA	0.0375636157903367
VAV2	0.259704426342882	4.26701300708654e-05	NA	0.0227486483110125
