logFC	Pval	Warning	FDR
ADAMTS10	0.381765127347597	0.000148376796741845	NA	0.0297394727790599
ANO3	-0.426908610958868	0.000102161345070462	NA	0.0243910211355727
ARHGAP10	-0.383892501976504	6.88885024135999e-06	NA	0.00474950405698995
ASPN	-0.281084960141327	6.60368021643265e-06	NA	0.00474950405698995
ASUN	-0.267342569001487	0.000113452111132339	NA	0.0259421834399089
ATG5	-0.0975405886068853	0.000259614112011031	NA	0.0395971557508123
B3GALNT2	0.180998128516082	2.68724603758042e-05	NA	0.0098263421075133
BAI2	-0.275451318723464	2.51042797954071e-05	NA	0.00970399958281986
BPIFC	0.0610227566262498	0.000284444988145172	NA	0.0406619310506855
C11orf87	-0.304867074429538	2.61576822488951e-05	NA	0.0098263421075133
C22orf43	0.447537024178359	0.000352293722083674	NA	0.0472685006448632
CAMTA1	0.144876976729314	0.000243062214458245	NA	0.0379434139589385
CNKSR2	-0.324634690842927	1.518992043259e-08	NA	8.22027860743665e-05
CNNM2	0.108663372373055	0.000120096191668528	NA	0.0265361420413863
COL23A1	0.470563671969739	2.12970912905064e-05	NA	0.00896043109708028
CRY2	-0.219646744986632	8.48848368040223e-07	NA	0.00125282302319391
CSTF2T	-0.255701313448153	1.21084549054018e-07	NA	0.000327634608981997
DHRS4	-0.64072739690652	0.000208563653943505	NA	0.0371220516598687
E2F1	-0.318463671082711	0.000233394524656205	NA	0.0379434139589385
EBI3	0.24964970501639	0.000316820713465171	NA	0.0430169205292627
EFCAB3	0.204879838079197	1.68122274479821e-06	NA	0.00203741711283369
EPB41L5	0.147647959654935	0.000223187712214745	NA	0.0377442969563166
EPB42	-0.488683810654673	0.000277117538544314	NA	0.0401696717702405
GABPA	-0.180027849809783	0.000227457745771487	NA	0.0379434139589385
GAS6	0.192319291237549	0.00016522496663729	NA	0.0323184016067036
GOLGB1	0.129992272912253	1.04921504942013e-05	NA	0.00630889123234658
GPRC5A	0.139384793212617	0.00022976803520236	NA	0.0379434139589385
GRID1	0.131737472984186	0.000271800172817027	NA	0.0401152345971312
GRIK3	0.657679211670808	0.000267835139984518	NA	0.0398926926389784
GTF2IRD1	0.294794262174482	0.00026341193847168	NA	0.0395971557508123
HCN3	0.328993906133176	2.4821007694964e-05	NA	0.00970399958281986
HDC	0.191851736923567	5.38836027679235e-05	NA	0.0156214337667364
HLA-E	-0.444622090757985	3.62031833018861e-05	NA	0.0119950751205331
IER3IP1	0.14100683246946	0.000122273254873795	NA	0.0265361420413863
INPP5F	0.309145810070424	1.69238863811927e-05	NA	0.00872019254493831
IQSEC2	-0.344300421807963	8.76788049721799e-05	NA	0.0222790979421567
JMJD8	-0.179778523104291	0.000197815955256919	NA	0.0360847419505178
KBTBD3	-0.230150534061447	0.000135847059318017	NA	0.0279174304813672
KCNIP4	-0.471149867385093	5.14734446921405e-05	NA	0.0151940249923073
KIF26B	0.426959054228735	0.000220576394163619	NA	0.0376953448341721
LHX6	0.63686109976601	3.0389616498816e-06	NA	0.00308359639911424
LPPR1	-0.281336250286976	0.000168215077444023	NA	0.0325115688369489
LRRC7	-0.176060022495929	6.61269164092815e-07	NA	0.00107357048790468
LRRC8B	-0.232302368103555	0.00021207250443922	NA	0.0371220516598687
LRRCC1	-0.236045250186713	3.94120607705162e-07	NA	0.000710949785121478
LSM11	0.3646270331291	1.7451735627283e-05	NA	0.00872019254493831
MACF1	0.20137559274641	5.91661065696414e-06	NA	0.00474950405698995
MAML1	0.149638438848848	0.000100556506404059	NA	0.0243661922607448
MAST3	-0.279209365010524	0.000236748062780734	NA	0.0379434139589385
MCTP1	-0.348755364519639	9.97664179338553e-05	NA	0.0243661922607448
MEF2D	-0.25412423973893	3.93903252109418e-05	NA	0.0123787451060547
MEMO1	-0.240339182538934	3.54677659064606e-06	NA	0.00338717164406699
MICAL1	0.356573368009446	0.000141355396928056	NA	0.0286863108640873
MICU3	-0.142414629582024	0.000276488288486032	NA	0.0401696717702405
MLLT3	-0.173254114188598	1.72197103980309e-05	NA	0.00872019254493831
MMEL1	0.263516551855497	4.79107104109922e-05	NA	0.014404266361527
MRPS27	-0.16543198082536	1.35597927564124e-05	NA	0.00786225840715554
MTMR12	-0.180007129435817	0.00011670286510479	NA	0.0263148752080036
MTX2	-0.180118051239646	0.000104852611123141	NA	0.0246707556751332
MYO19	0.266337405566429	0.00017719335891897	NA	0.0334503974656916
MYO1B	0.677136401000309	8.82236084187582e-09	NA	7.1615514133927e-05
NAA40	0.148648958927489	0.000258615940449403	NA	0.0395971557508123
NBEAL2	0.480081075977656	2.26612313587449e-05	NA	0.00919762727773057
NDFIP2	-0.362540482443681	1.63023439880838e-06	NA	0.00203741711283369
NYNRIN	0.259259897378382	6.54433232871732e-06	NA	0.00474950405698995
P2RY2	-0.342623535808541	2.68650163248729e-06	NA	0.00290769026689541
PDHX	-0.167051006986192	9.30827683820468e-08	NA	0.000302239748936506
PHF14	-0.1855310063104	2.04673910713105e-05	NA	0.00896043109708028
PHF21B	0.396727173882239	4.66408750479097e-05	NA	0.0142870680453361
PHYHIP	-0.370048908302554	0.000241661595740794	NA	0.0379434139589385
PIK3C3	-0.133778460563838	0.00012584072246824	NA	0.0265361420413863
PIWIL2	-0.424122509777561	7.02113319173137e-06	NA	0.00474950405698995
PLCXD2	0.423156191617061	0.000285911481852974	NA	0.0406619310506855
PPEF1	0.487116764156611	0.000263096767267212	NA	0.0395971557508123
PPP3CA	-0.279358749071259	1.87823556536681e-05	NA	0.00872019254493831
PRKAR2A	0.224369808907555	1.75693499104845e-06	NA	0.00203741711283369
PROSER1	-0.202042131273122	2.72365503442007e-05	NA	0.0098263421075133
PRRT1	-0.39383590710509	3.22697540056094e-05	NA	0.0111467969421504
PTGIR	0.156497054338179	2.12666516201665e-05	NA	0.00896043109708028
PTRF	-0.452855800623274	3.68149834173437e-07	NA	0.000710949785121478
RELL2	0.361925491495037	3.29687537157231e-05	NA	0.0111509940953076
RFFL	-0.244043487502961	8.43216142738523e-05	NA	0.0220800227054192
RP11-302B13.5	-0.433854031507425	7.04227261976165e-05	NA	0.0193781857596323
RRNAD1	-0.147444130643003	1.83370462563115e-05	NA	0.00872019254493831
RTFDC1	-0.106545003513897	5.80511937702255e-05	NA	0.0165344058045546
S100B	-0.406330845009341	3.11101439292027e-05	NA	0.0109798518845784
SEC24B	-0.0779557635615391	8.35623425607945e-05	NA	0.0220800227054192
SERPINB9	0.42257377892663	8.78264409176488e-05	NA	0.0222790979421567
SKP2	-0.156302067784322	0.00031193440150834	NA	0.0430169205292627
SLC16A7	-0.242877892581373	1.47748244998525e-05	NA	0.00827135433638292
SLC7A8	0.465361112554865	3.96485830314042e-05	NA	0.0123787451060547
SLC8A2	-0.343343972435162	0.000288027229493615	NA	0.0406619310506855
SLC8B1	0.310595303677618	1.87993063796021e-05	NA	0.00872019254493831
SNTG1	-0.263587569712823	7.84140922618359e-05	NA	0.0212175464645151
SNW1	-0.135211440806948	0.000106421100755094	NA	0.024682093867985
SNX11	-0.108911522650968	0.000234964548247785	NA	0.0379434139589385
SP4	-0.197138504625829	0.00013308765671094	NA	0.0277010013679757
ST3GAL1	0.416200967776496	0.00031349697772054	NA	0.0430169205292627
SYF2	-0.179392192801474	6.62695598618868e-05	NA	0.0185497638682368
TERF1	-0.191110740895191	4.63903210357053e-06	NA	0.00418414923341486
TFRC	0.679238414388853	3.84886646997984e-08	NA	0.000156215867850307
TMEM132C	0.510720568223386	0.000125856663824253	NA	0.0265361420413863
TPCN2	0.353979740176482	2.15249037749388e-05	NA	0.00896043109708028
TSFM	0.199226588627659	0.000195305711627292	NA	0.0360316844121486
UBE2E3	-0.23213047589871	0.000214935192856647	NA	0.0371220516598687
VASP	0.21020087335889	0.000150980186576	NA	0.0298922357202604
WDR4	0.194519361560442	0.000296589095428512	NA	0.0415096893472577
XPO7	-0.120579343151496	8.43228929481299e-06	NA	0.00547592866805155
YIPF1	0.191523578578481	0.000214756547638695	NA	0.0371220516598687
ZFP1	-0.160530064444819	0.000207954047665826	NA	0.0371220516598687
ZFP62	-0.178787947736727	0.000172039784047451	NA	0.0328595987530631
ZNF131	0.11810235054341	3.13260401840765e-07	NA	0.000710949785121478
ZNF138	-0.233345911991482	5.36681810103801e-13	NA	8.7130291870352e-09
ZNF250	0.170269334333613	9.74412283114567e-05	NA	0.0243378206405615
ZNF484	-0.161507208404358	8.8970835492308e-06	NA	0.00555554428545239
ZNF503	-0.334248438508116	0.000242646238390209	NA	0.0379434139589385
ZNF519	-0.212709468964716	0.000191081938050619	NA	0.0356576467155379
ZNF583	-0.169675269054977	0.000123408298511984	NA	0.0265361420413863
ZNF677	-0.20099295376348	0.000317956911827011	NA	0.0430169205292627
ZNF780A	0.158274126646706	6.48759602728255e-06	NA	0.00474950405698995
ZNF831	-0.346545577835992	3.93230330211214e-05	NA	0.0123787451060547
