logFC	Pval	Warning	FDR
A1BG	-0.212114826095022	0.00890314378812729	NA	0.279555342544247
A2M	-0.0768083489857492	0.854400415039386	NA	0.999291673829194
A2ML1	-0.0627931852984136	0.719199377702625	NA	0.999291673829194
A3GALT2	-0.117489708137528	0.586452227904252	NA	0.999291673829194
A4GALT	0.0104870293856781	0.927494201551244	NA	0.999291673829194
AAAS	-0.0766113911617084	0.113764635966681	NA	0.816181021101432
AACS	-0.0175468508865285	0.907632016494295	NA	0.999291673829194
AADAT	-0.00053650737069792	0.998325948651127	NA	0.999813811607187
AAED1	0.179774426158872	0.133794543405708	NA	0.852744164406068
AAGAB	-0.0908993322316659	0.408295886284408	NA	0.980724974902057
AAK1	0.21463373561894	1.80211970359778e-05	NA	0.00369837413826184
AAMDC	0.164731632004155	0.543430865249435	NA	0.99898380822729
AAMP	-0.113700552615022	0.341328924249551	NA	0.969362914606695
AANAT	-0.0657110185192872	0.341134899246831	NA	0.969362914606695
AAR2	0.0457312200609681	0.666972391533945	NA	0.999291673829194
AARD	-0.234169022113806	0.199545732680652	NA	0.916563181011113
AARS	-0.0302316883182416	0.821733856088251	NA	0.999291673829194
AARS2	-0.155163013929043	0.0390605908171169	NA	0.58282897063924
AASDH	0.0545754257508409	0.559311982619727	NA	0.999291673829194
AASDHPPT	0.0763448967035133	0.56038132796238	NA	0.999291673829194
AASS	0.0750480539064754	0.692591019034106	NA	0.999291673829194
AATF	0.124643710998174	0.114181170702752	NA	0.816656440500828
AATK	-0.225323825955731	0.0211927397948173	NA	0.451401703900692
ABAT	-0.0228075874821327	0.886265453227342	NA	0.999291673829194
ABCA1	0.190991763910338	0.372406094314345	NA	0.976944051006199
ABCA10	0.114207730068529	0.674656229158978	NA	0.999291673829194
ABCA12	-0.0247222977710327	0.886134468186796	NA	0.999291673829194
ABCA13	0.429491666364133	0.447747063407984	NA	0.988040579572189
ABCA2	0.0107080777783481	0.936765911886318	NA	0.999291673829194
ABCA3	-0.147407107325448	0.319140276142844	NA	0.962979110983716
ABCA4	0.140975091414005	0.633879060062125	NA	0.999291673829194
ABCA5	-0.0939543080333181	0.477772259835938	NA	0.988040579572189
ABCA6	0.157516752479297	0.711565626005469	NA	0.999291673829194
ABCA7	-0.22352117488739	0.210747519808876	NA	0.924745668313222
ABCA8	0.475503604799268	0.359686358104576	NA	0.975253866251475
ABCA9	-0.0488961585255133	0.888757615416529	NA	0.999291673829194
ABCB1	0.25074102093663	0.494321325296741	NA	0.990401295657887
ABCB10	0.0347145245815494	0.688519713489309	NA	0.999291673829194
ABCB11	-0.0728861790214051	0.825358861431596	NA	0.999291673829194
ABCB4	-0.0368805107389946	0.887095137085234	NA	0.999291673829194
ABCB5	-0.0321050226055306	0.524681592995465	NA	0.996042300841384
ABCB6	0.00785806995477658	0.864042151849798	NA	0.999291673829194
ABCB7	0.109230994812939	0.472585318580958	NA	0.988040579572189
ABCB8	-0.00505933676990116	0.97986070890703	NA	0.999723951924043
ABCB9	-0.265952260373916	0.0346960531314129	NA	0.549403882393213
ABCC1	-0.0194256346841716	0.887166926114584	NA	0.999291673829194
ABCC10	-0.167290380202774	0.0688656439387689	NA	0.716530078903756
ABCC11	-0.105405301766027	0.380422134244695	NA	0.976944051006199
ABCC12	0.160715086837189	0.585696483336462	NA	0.999291673829194
ABCC2	-0.0563075122365956	0.613722397831503	NA	0.999291673829194
ABCC3	0.035334244405252	0.893963287194158	NA	0.999291673829194
ABCC4	-0.00591806791488503	0.977847170545282	NA	0.999723951924043
ABCC5	-0.0592612525250642	0.331660882808352	NA	0.964632619448804
ABCC6	0.0287634692024455	0.842717496513266	NA	0.999291673829194
ABCC8	-0.279548751509537	0.399761248966148	NA	0.977881288178545
ABCC9	0.173069678328885	0.416569228472907	NA	0.98270368253769
ABCD1	-0.0587287451851387	0.791873994105385	NA	0.999291673829194
ABCD2	0.0349646656757857	0.859921493190629	NA	0.999291673829194
ABCD3	0.0528397620135942	0.53409412600108	NA	0.997105763347108
ABCD4	-0.00399431557707256	0.984355702180556	NA	0.999723951924043
ABCE1	0.206264281536345	0.115349796244239	NA	0.818036806037392
ABCF1	0.0287170936380529	0.810010592843357	NA	0.999291673829194
ABCF2	-0.0613920670182803	0.592547997732018	NA	0.999291673829194
ABCG1	-0.0804312891954855	0.846564845299747	NA	0.999291673829194
ABCG2	-0.0564223817795863	0.882446653682574	NA	0.999291673829194
ABCG4	0.0969198079711652	0.503483780012259	NA	0.992267516284231
ABCG5	-0.175619388978428	0.106758446729391	NA	0.797274003750708
ABCG8	-0.0532852032793788	0.760536023140165	NA	0.999291673829194
ABHD1	-0.00239363348134275	0.980618189631502	NA	0.999723951924043
ABHD10	0.0477578461656427	0.757628836413438	NA	0.999291673829194
ABHD11	-0.0547594785841167	0.598653736704383	NA	0.999291673829194
ABHD12	0.00489787019958822	0.971607520992443	NA	0.999723951924043
ABHD12B	-0.190877397205397	0.413384046477153	NA	0.982448918247062
ABHD13	0.183505582105261	0.0206639574896323	NA	0.448110844446638
ABHD14A	-0.0482861995170627	0.446283276805217	NA	0.988040579572189
ABHD14B	0.0452411410919353	0.56210170478594	NA	0.999291673829194
ABHD15	0.149644192205372	0.492782317605794	NA	0.990043388704127
ABHD17A	-0.387573884309377	0.0831449526339416	NA	0.753733929495091
ABHD17B	0.194767827472454	0.263892986880834	NA	0.950196453045511
ABHD17C	0.0742451150658626	0.530978983379113	NA	0.996249918909893
ABHD2	0.0765538942180146	0.605077990114878	NA	0.999291673829194
ABHD3	0.629316663759195	0.154727994879807	NA	0.878025021293372
ABHD4	0.0591998243646881	0.395842967187017	NA	0.976944051006199
ABHD5	0.104457754163548	0.220003536911867	NA	0.932441181524954
ABHD6	0.126668255959101	0.326837826158641	NA	0.963984489266009
ABHD8	-0.326582146703549	0.0928146757190003	NA	0.76851287582587
ABI1	0.0779399301425025	0.350037385092105	NA	0.974216783814811
ABI2	0.0877569978157068	0.369807250803587	NA	0.976944051006199
ABI3	0.0398170774422514	0.838251566459231	NA	0.999291673829194
ABI3BP	0.253388497135462	0.536979009431147	NA	0.997105763347108
ABL1	-0.0232725053670803	0.837548947080697	NA	0.999291673829194
ABL2	0.0965817860710445	0.0688606384492605	NA	0.716530078903756
ABLIM1	-0.110598152855448	0.529982556026747	NA	0.996249918909893
ABLIM2	-0.588114256121005	0.00920850577784083	NA	0.283242703693549
ABLIM3	-0.048936993997675	0.795747682662518	NA	0.999291673829194
ABR	-0.158700476404779	0.208904221276415	NA	0.924745668313222
ABRACL	0.0578788436616991	0.678177616323572	NA	0.999291673829194
ABT1	-0.147048054559369	0.088494377383991	NA	0.762929634805919
ABTB1	-0.360816264700226	0.161134944174976	NA	0.882492915174609
ABTB2	0.0768850009846854	0.899630764399611	NA	0.999291673829194
AC002310.13	0.122255520725928	0.0120293821713804	NA	0.32855869360678
AC002365.1	0.018610880455065	0.75812246752525	NA	0.999291673829194
AC002398.9	0.110783040094651	0.264265071719087	NA	0.950196453045511
AC002472.1	-0.256284191688759	0.101131196530546	NA	0.789597162849633
AC002472.13	0.551854421598177	0.490166381778342	NA	0.989584564479193
AC002985.3	-0.0781434879119267	0.194704323979098	NA	0.912901854010858
AC003002.4	0.0941389678157704	0.467390951115693	NA	0.988040579572189
AC003005.4	0.0322465203860511	0.776833383368883	NA	0.999291673829194
AC003006.7	0.131281176755011	0.604803631773227	NA	0.999291673829194
AC003101.1	0.0190536966009769	0.871280646668243	NA	0.999291673829194
AC004076.7	0.0823795147509815	0.741724239905718	NA	0.999291673829194
AC004076.9	-0.0518274881700201	0.5820245365018	NA	0.999291673829194
AC004381.6	-0.23233528134805	0.136483612259042	NA	0.856017322449816
AC004466.1	-0.046487904862305	0.426466229531166	NA	0.983756100818319
AC004899.1	0.119126081521304	0.397172793976904	NA	0.977107545829216
AC005003.1	-0.311095284629838	0.0302729453530319	NA	0.517417691760739
AC005082.1	0.136792926512084	0.35251596719865	NA	0.974216783814811
AC005609.1	-0.104207851717479	0.407022664716912	NA	0.980517661164338
AC006116.20	-0.0392927996171945	0.439563976101708	NA	0.988040579572189
AC006486.1	0.0889799873995644	0.128157733807056	NA	0.845448786465013
AC006486.9	-0.0749931948969371	0.688178896560568	NA	0.999291673829194
AC006538.4	-0.428271272943541	0.100935750390081	NA	0.788973977235806
AC006547.14	-0.0490776275635019	0.507280687305971	NA	0.992715686182041
AC006946.15	0.108377227805851	0.552159896771874	NA	0.999291673829194
AC007040.11	-0.457002818651793	0.0748141580221624	NA	0.733578450601839
AC007382.1	0.115960897089234	6.68266527170669e-05	NA	0.0100719915945114
AC007401.2	0.129126586799099	0.471661961419573	NA	0.988040579572189
AC007461.1	-0.144464621644994	0.210897121170897	NA	0.924745668313222
AC007557.1	0.0662542697927026	0.622431708855435	NA	0.999291673829194
AC007952.5	0.0675291678150689	0.0710517220931099	NA	0.72276694438611
AC008060.7	0.401531009171916	0.517171216484003	NA	0.993902283527121
AC008132.13	-0.0798921653076591	0.0109231651276074	NA	0.30944544814593
AC008271.1	-0.369771038937529	0.586245602036124	NA	0.999291673829194
AC008387.1	0.247991741899879	0.015846508159159	NA	0.386817666525071
AC008394.1	0.0505284670393536	0.188350334398689	NA	0.907962659868191
AC008443.1	-0.00271908443886726	0.985580606923693	NA	0.999723951924043
AC009041.2	-0.0501455741013379	0.0430666623550395	NA	0.600707115524148
AC009065.1	-0.066776131404691	0.111504048939912	NA	0.810427073044226
AC009403.2	-0.00139121724850959	0.993848818618207	NA	0.999813811607187
AC010327.2	-0.0248944330252975	0.539603769353911	NA	0.997486690726964
AC010336.1	0.0287631721012851	0.846798246976985	NA	0.999291673829194
AC010536.1	0.123902205242846	0.214725825720391	NA	0.929488110866413
AC010547.9	-0.172841032249233	0.143621348266516	NA	0.862458492677294
AC010642.1	-0.0417224541278638	0.626295978321951	NA	0.999291673829194
AC010646.3	0.0296521194038003	0.254638905048401	NA	0.946713799411764
AC010760.1	-0.0879738638879199	0.0870628598464165	NA	0.762929634805919
AC011484.1	-0.116975648639733	0.0380214107193342	NA	0.577391234358869
AC011530.4	-0.263350573875723	0.108572573599041	NA	0.803786776602462
AC011997.1	0.339826872389012	0.106655346198788	NA	0.796862994425283
AC012123.1	-0.0291699002157212	0.536409840645832	NA	0.997105763347108
AC015688.3	0.446615273539466	0.201926084385142	NA	0.917214740316924
AC015987.2	-0.0792351587714362	0.572413743137007	NA	0.999291673829194
AC016586.1	-0.0280359800478734	0.623198371609694	NA	0.999291673829194
