logFC	Pval	Warning	FDR
A1BG	-0.0528524552321822	0.545563095317883	NA	0.970034542376242
A2M	-0.0183254460565793	0.911706268145544	NA	0.996453586866046
A2ML1	-0.350085281128664	0.0274448502086717	NA	0.520658567934632
A3GALT2	0.0340417759944875	0.826867097675676	NA	0.995346434052457
A4GALT	0.172502151555421	0.191346295971412	NA	0.831155524514718
AAAS	-0.0983301583682509	0.137285692222785	NA	0.785660963678429
AACS	-0.0942998930257294	0.189770782440739	NA	0.830470350923127
AADAT	-0.0203215330204901	0.869944729522854	NA	0.995346434052457
AAED1	0.0721898822291355	0.503141148263937	NA	0.959827765465275
AAGAB	-0.0198195472146871	0.652826686514586	NA	0.988984636615469
AAK1	-0.115587903217986	0.230461539755936	NA	0.863805618899538
AAMDC	0.0716806463955226	0.490224346055073	NA	0.957932426188127
AAMP	0.0594724473060543	0.315567177272485	NA	0.912063284385562
AANAT	-0.108220275719322	0.133267257154866	NA	0.779850014961518
AAR2	0.0189382221890194	0.813205949560622	NA	0.995346434052457
AARS	0.0860359461944008	0.202969584330029	NA	0.842371922736066
AARS2	0.0136987123814222	0.87114019607431	NA	0.995346434052457
AASDH	-0.00739090869494803	0.89640737304793	NA	0.996091148663046
AASDHPPT	-0.0475564354154425	0.53575980944615	NA	0.968796708749912
AASS	-0.0252194057786698	0.775827540174539	NA	0.994085045705254
AATF	-0.0017430046553266	0.974926057930166	NA	0.998914500832707
AATK	0.0384578122530495	0.820296564366962	NA	0.995346434052457
ABAT	-0.0213317567934629	0.51659592782431	NA	0.965369564835426
ABCA1	0.151868359509787	0.418744716166365	NA	0.943709567475716
ABCA10	0.0796163134836977	0.363230050206776	NA	0.927873021888135
ABCA12	-0.191430065846798	0.411548017369641	NA	0.940937284957509
ABCA13	0.0528071950931365	0.895381120957827	NA	0.996091148663046
ABCA2	0.156041620669978	0.245947569108433	NA	0.868624423053969
ABCA3	0.0930680727049951	0.399146526651101	NA	0.939412191518914
ABCA4	0.237992533358712	0.277192057520748	NA	0.889196139425995
ABCA5	0.124792552111414	0.116516039036243	NA	0.768540726166154
ABCA6	-0.23437115316775	0.41665191734009	NA	0.942344310605724
ABCA7	0.167049854172648	0.399814953678566	NA	0.939412191518914
ABCA8	0.0330234713132319	0.827660604236743	NA	0.995346434052457
ABCA9	0.0279824885301551	0.869766343072148	NA	0.995346434052457
ABCB1	-0.389380155193683	0.0418613128569549	NA	0.603237814848184
ABCB10	0.0875553795606641	0.401121231787745	NA	0.939540132545876
ABCB11	-0.230427283021763	0.0224369529505428	NA	0.491736576092616
ABCB4	-0.301644962913368	0.142395388294379	NA	0.793007550733154
ABCB7	-0.100111444962301	0.0755796144133769	NA	0.699961286389822
ABCB8	0.109075446546608	0.220662210439758	NA	0.856155151770206
ABCB9	0.0913319806218737	0.440554024028969	NA	0.948334523583029
ABCC1	-0.0724409879534303	0.605103710468194	NA	0.979961849483317
ABCC10	0.0157590449964179	0.81499528366392	NA	0.995346434052457
ABCC11	-0.242766789744772	0.091324488386902	NA	0.728878225069562
ABCC12	-0.326993000931204	0.185326913420259	NA	0.830016026168641
ABCC2	0.15826119900717	0.113725840727372	NA	0.764614469723824
ABCC3	-0.230966210384791	0.17343911546764	NA	0.824318800914593
ABCC4	-0.171144119310324	0.227648539793322	NA	0.861551226829101
ABCC5	0.025854144639706	0.653287114669714	NA	0.988984636615469
ABCC6	-0.0475480819937482	0.684680694941233	NA	0.990692130184224
ABCC8	-0.121480420074379	0.395242922499262	NA	0.939346676853789
ABCC9	-0.129119778073765	0.359102168836832	NA	0.927628211868207
ABCD1	0.236151718850739	0.0515739334408603	NA	0.641455889383717
ABCD2	-0.0733071752047163	0.522548545582596	NA	0.965549511753741
ABCD3	0.0327649187796918	0.575960556371141	NA	0.97255029648073
ABCD4	-0.00954599718418569	0.902055965445594	NA	0.996091148663046
ABCE1	-0.0934549394699348	0.228197605775583	NA	0.862312050239061
ABCF1	0.0369243507340367	0.512135019858997	NA	0.962267643386369
ABCF2	-0.0157311302641096	0.713915937406734	NA	0.991997650824433
ABCG1	0.243245843865607	0.139675726509155	NA	0.787973242141646
ABCG2	-0.458743414403169	0.0474233953439192	NA	0.619890402248271
ABCG4	-0.0373543683106414	0.724339247958364	NA	0.994085045705254
ABCG5	-0.116447063411351	0.164058357388706	NA	0.816266066905217
ABCG8	-0.102909995570484	0.463160064489609	NA	0.95406386633351
ABHD1	-0.157490037777398	0.0157125734660917	NA	0.441645379235945
ABHD10	0.0267527092818574	0.817234037713005	NA	0.995346434052457
ABHD11	-0.04569644948927	0.529649187736186	NA	0.966929276089324
ABHD12	-0.170647960378253	0.118331818076037	NA	0.768540726166154
ABHD12B	-0.178052379422086	0.156906905209042	NA	0.81017486448078
ABHD13	-0.0665100669095844	0.409659866824744	NA	0.940280899103913
ABHD14B	-0.00532431378406645	0.961156391940626	NA	0.998375126822158
ABHD15	0.0327369116392733	0.750828724230469	NA	0.994085045705254
ABHD17A	-0.176517077108975	0.238724582275691	NA	0.866115576604508
ABHD17B	0.0742327469809952	0.546845846330013	NA	0.970034542376242
ABHD17C	-0.118238809879655	0.324270778991409	NA	0.916840667965426
ABHD2	0.0325441397434275	0.632708524708371	NA	0.987894894898757
ABHD3	-0.0426243518842087	0.842954642627288	NA	0.995346434052457
ABHD4	0.019238882762996	0.846579421027982	NA	0.995346434052457
ABHD5	-0.148526105570242	0.0417701847450613	NA	0.602853647108832
ABHD6	-0.0450522968978938	0.680608365605588	NA	0.990637271182617
ABHD8	-0.00850694712921577	0.940351896398779	NA	0.996453586866046
ABI1	-0.175535558727857	0.123770815529981	NA	0.774292912727484
ABI2	-0.0269638855309822	0.760184911496735	NA	0.994085045705254
ABI3	0.114094423247987	0.433133061760711	NA	0.944947753033747
ABI3BP	-0.333082956004199	0.0639365152720868	NA	0.685326323672075
ABL1	0.126271969801596	0.0301933339472729	NA	0.537207334729745
ABL2	0.00833398665640561	0.946794306802296	NA	0.996772691448962
ABLIM1	-0.0239755686150852	0.827361127786001	NA	0.995346434052457
ABLIM2	0.155623004021722	0.358245185902749	NA	0.927487656240193
ABLIM3	-0.169894677546271	0.0771633494802646	NA	0.702154528079101
ABR	-0.0356117943890488	0.712667952626361	NA	0.99179089105856
ABRACL	-0.0168885893931123	0.904992768440078	NA	0.996453586866046
ABT1	-0.0514049419207816	0.600839172424029	NA	0.979084408750203
ABTB1	0.0962699978469436	0.380556387463769	NA	0.934301908867113
ABTB2	-0.042978118701241	0.847043466303584	NA	0.995346434052457
AC002310.13	-0.0208127322657805	0.865094951881012	NA	0.995346434052457
AC002398.9	-0.0466265915674412	0.661462260974523	NA	0.989437479714492
AC002472.1	0.000361323313061932	0.99717647005395	NA	0.999382566921878
AC002472.13	0.0631195856214549	0.819267773445499	NA	0.995346434052457
AC002985.3	-0.0685077363855762	0.435814902029026	NA	0.946529854806765
AC003002.4	0.10020127604271	0.45171524561274	NA	0.951363872019221
AC003005.4	0.00933879295963207	0.933765337545199	NA	0.996453586866046
AC003006.7	0.0180865656108626	0.864729892176658	NA	0.995346434052457
AC003101.1	0.075875946141931	0.505748664278133	NA	0.959957321098523
AC004017.1	0.0315232523033189	0.511658485467817	NA	0.962267643386369
AC004076.7	-0.055035913572794	0.616605055768503	NA	0.98336746336961
AC004076.9	-0.0742057736804345	0.599784815627268	NA	0.978946089358223
AC004381.6	0.025678300016805	0.822291089135537	NA	0.995346434052457
AC004466.1	0.0780298488637735	0.517750790839918	NA	0.96542968620882
